id,name,tier,finalScore,baseScore,authScore,role,seniority,status,needsManualReview,outletName,outletSlug,outletTier,outletDR,competitorBacklinks,writesForCount,writesFor,beats,credentials,certifications,certificationsVerified,education,yearsInIndustry,location,linkedin,twitter,muckrack,personalSite,authorUrl,email,emailVerified,quotedInTier1,tvAppearances,authoredBooks,industryAwards,linkedinFollowers,linkedinConnections,linkedinFetchedAt,muckrackArticleCount,hasKnowledgePanel,ownedDomain,finraBrokerCheckStatus,discoveryMethod,notes,bio
jackson-wong-phd,"Jackson Wong, PhD",C,69,63,10,Financial Analyst — Good Money Guide,senior,active,,Good Money Guide,goodmoneyguide,T4,48,0,1,goodmoneyguide,markets; investing; equity; financial-journalism,PhD Finance,,,PhD Finance@Durham University,15,United Kingdom,https://uk.linkedin.com/in/jackson-wong-2b47034b,,,,https://goodmoneyguide.com/author/jackson-wong/,,,,,,,,86,2026-04-16,,,,,L5.5-direct + Rule A,,"Core editorial team member at GoodMoneyGuide.com and author of 200+ guides for the platform. 15+ years of industry experience as a financial analyst. PhD in Finance from Durham University. Previously Director and Head of Investors Intelligence at Stockcube Research, providing market timing advice and research to major institutions and hedge funds. Expertise in global macroeconomic investment strategy, statistical backtesting, asset allocation and cross-asset research."
martine-robert,Martine Robert,C,68,66,3,Reporter,staff,active,,Les Echos,lesechos,T2,85,2,1,lesechos,markets; finance; business,,,,Studies@Université de Rouen,,"Paris, France",https://fr.linkedin.com/in/martine-robert-84088712,https://x.com/martird,https://muckrack.com/martine-robert,,https://muckrack.com/martine-robert,,,,,,,,,,,,,,,Muck Rack blocked (403) → Rule A WebSearch only. LinkedIn candidate has outlet match via anewstip.,"Journalist at Les Échos covering business, entreprises and cultural/patronage topics (mécénat). Writes on corporate developments, M&A in business travel, design/decoration sector outlook, and food-service industry. Paris-based. Also writes for Les Échos Sociétés (companies section)."
nigam-arora,Nigam Arora,C,68,63,8,Founder — The Arora Report (Benzinga Contributor),contributor,active,,Benzinga,benzinga,T2,86,8,1,benzinga,stocks; markets; investing,,,,,,,https://www.linkedin.com/in/nigamarora/,https://twitter.com/TheAroraReport,,https://thearorareport.com/,https://www.benzinga.com/author/the-arora-report,,,,Schwab Network,,,12672,,2026-04-16T00:00:00Z,,,thearorareport.com,,seed-note + L5.5 + Rule A,,"Founder of The Arora Report, a global investment advisory popular among individual investors, investment advisors, money managers, and hedge funds. Known for accurate stock market calls. Engineer and nuclear physicist by background; founded two Inc. 500 fastest-growing companies and has been involved in 50+ entrepreneurial ventures. Popular columnist with over 100 million page views."
alison-heyerdahl,Alison Heyerdahl,C,68,63,8,Head of Content — FxScouts (CMT),chief,active,,FXScouts,fxscouts,T4,30,0,1,fxscouts,forex; cfd; trading-education; broker-safety,CMT,CMT (Chartered Market Technician),n,,,,https://www.linkedin.com/in/alison-heyerdahl-b296931ba/,,,,https://fxscouts.com/about-us/,,y,,,,,,,,,,,,L7-websearch + Rule A,,"Head of Content at FxScouts, Chartered Market Technician (CMT), and experienced trader and financial writer with extensive expertise in forex trading, broker analysis, and market research. Leads a global team to deliver SEO-optimised, compliant, and user-focused content. Has tested 100+ brokers and produced 400+ educational videos (scripting, research, recording, editing, publishing). Co-hosts the 'Let's Talk Forex' podcast. Previously self-employed as a Physiotherapist."
alex-amdor-fxempire,Alex Amdor,C,68,63,8,Editorial Team / Financial Analyst — FXEmpire,staff,active,,FXEmpire,fxempire,T2,73,2,1,fxempire,stocks; etf; forex; fixed-income; markets,Valuations and Financial Statements Analysis Diploma,,,BA Economics@Tel Aviv University; Valuations and Financial Statements Analysis Diploma@Bar-Ilan University,12,Israel,,,,,https://www.fxempire.com/author/alex-amdor,alex.amdor@fxempire.com,y,,,,,,,,,,,,L5.5-direct + Rule A (fxempire 403 → WebSearch recovered bio + email + education),,"Member of the FX Empire Financial Editorial team since July 2018 providing analysis and expert commentary on investment opportunities. Fundamental investor covering stocks, ETFs, commodities, forex and fixed income. Previously 5 years as a Buy Side Analyst at a family office."
sean-ahearn-compareforexbrokers,Sean A'Hearn,C,68,64,6,Senior Forex Content Writer — CompareForexBrokers,senior,active,,CompareForexBrokers,compareforexbrokers,T3,69,1,3,compareforexbrokers; thefirstserve; seismagroup,forex; cfd; trading-education; financial-journalism,,,,,,"Melbourne, VIC, Australia",https://www.linkedin.com/in/seanahearn88/,,,,https://www.compareforexbrokers.com/about-us/sean-ahearn/,,,,,,,,,,,,,,L5.5-direct + Rule A,,"Senior content writer at CompareForexBrokers with a background in finance and journalism. Previously a front- and back-office trader at Kaiser Trading Group hedge fund managing an orderbook of liquid Asian, European and US futures and FX markets. Also worked as a freelance journalist and PR director for an artist development company. Currently Web Content Writer at The First Serve; based in Melbourne, Australia."
bastien-bouchaud,Bastien Bouchaud,C,68,66,3,Correspondant / Reporter,staff,active,,Les Echos,lesechos,T2,85,2,1,lesechos,markets; regulation; finance,,,,"Master's, Communication/Journalism@University of Paris I: Panthéon-Sorbonne",,"Île-de-France, Paris, France",,https://x.com/bastienbouchaud,https://muckrack.com/bastien-bouchaud,,https://muckrack.com/bastien-bouchaud,,,,,,,,,,,,,,,L9 — Muckrack 403. Rule A via Rocketreach + Twitter + Buzzsumo. LinkedIn not publicly discoverable — kept null. Twitter confirmed @bastienbouchaud.,"Correspondant at Les Echos based in Île-de-France, France. Master's degree in Communication, Journalism, and Related Programs from University of Paris I: Panthéon-Sorbonne. Covers derivatives market regulation and prediction markets — notably reporting on CFTC's claim of sole competence to regulate prediction markets like Kalshi and Polymarket, plus Donald Trump Jr.'s advisory role at Kalshi. Also covers US immigration enforcement, central bank monetary policy, and international trade policy."
ashlea-ebeling,Ashlea Ebeling,C,67,65,3,Personal Finance Reporter,staff,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,retirement; taxes; personal-finance,,,,,,,,,https://muckrack.com/ashleaebeling,,,,,,,,,,,,,,,,,,Covers retirement accounts and tax matters at WSJ.
anne-tergesen,Anne Tergesen,C,67,65,3,Retirement Reporter,staff,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,retirement; personal-finance,,,,,,,,,https://muckrack.com/annetergesen/articles,,,,,,,,,,,,,,,,,,Covers retirement planning and related personal finance at WSJ.
peter-rudegeair,Peter Rudegeair,C,67,65,3,Finance Reporter,staff,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,finance,,,,,,,,,https://muckrack.com/rudegeair,,,,,,,,,,,,,,,,,,Finance reporter at WSJ.
dan-gallagher,Dan Gallagher,C,67,65,3,Tech / Finance Columnist,staff,active,,The Wall Street Journal,wsj,T1,92,2,1,wsj,tech; finance,,,,,,,,,https://muckrack.com/mwdangallagher,,,,,,,,,,,,,,,,,,Writer and columnist at WSJ.
loke-choon-khei,Loke Choon Khei,C,67,64,5,Writer — CoinGecko (Design & Content Team),staff,active,,CoinGecko,coingecko,T2,88,3,1,coingecko,crypto; defi,,,,Bachelor's (in progress)@Nanyang Technological University,4,"Kuala Lumpur, Malaysia / Singapore",https://www.linkedin.com/in/lokechoonkhei/,,,,https://www.coingecko.com/author/Loke%20Choon%20Khei,,y,,,,,,,,,,,,direct_aggregate → 404 → Rule A recovered LinkedIn + correct URL,Input URL (/learn/author/...) returned 404; corrected to /author/Loke%20Choon%20Khei via Rule A.,"Writer at CoinGecko (Design & Content Team); specializes in DeFi strategies and airdrop farming routes. Active in cryptocurrency since 2021. Previously Market Research Intern at CoinGecko (2024). Pursuing a Bachelor's degree at Nanyang Technological University, Singapore. Enjoys pour-over coffee."
gino-matos-cryptoslate,Gino Matos,C,67,63,7,Reporter — CryptoSlate,staff,active,,CryptoSlate,cryptoslate,T2,76,5,1,cryptoslate,bitcoin; crypto; regulation,,,,Law (LL.B.)@,6,Brazil,https://www.linkedin.com/in/ginomatos/,https://x.com/pelicamatos,,,https://cryptoslate.com/author/gino-matos/,,,,,,,,500+,2026-04-16,1515,,,,L1_known Layer 5.5,,"Law-school graduate and seasoned journalist with six years of experience in the crypto industry. Expertise primarily focuses on Brazil and cryptocurrency reporting. Primary beat: Bitcoin. At CryptoSlate since August 2024 with 1,500+ articles published."
joseph-trevisani,Joseph Trevisani,C,66,64,3,Senior Analyst,senior,active,y,FXStreet,fxstreet,T2,77,6,1,fxstreet,forex; markets,,,,,,,,,,,,,,,,,,,,,,,,,,No authorUrl on FXStreet; needs Layer 5.5 retry once URL pattern confirmed,Senior Analyst providing commentary and analysis for global financial markets at FXStreet.
sander-lutz,Sander Lutz,C,66,64,3,Senior Writer — Decrypt,senior,active,,Decrypt,decrypt,T2,82,5,1,decrypt,crypto; regulation; us-laws,,,,Undergraduate@UC Berkeley; Master's in History@University of Cambridge,,,,https://twitter.com/s_lutz95,,,https://decrypt.co/author/sanderlutz,sander@decrypt.co,y,,,,,,,,,,,,direct_team_page + L5.5-direct + Rule A,,"Senior Writer at Decrypt covering crypto policy from the White House and crypto's impact on politics, law and culture. Discloses no significant crypto holdings."
david-becker-asktraders,David Becker,C,66,60,10,Equities Trader / Contributor,senior,active,,AskTraders,asktraders,T3,52,1,1,asktraders,equities; forex; fixed-income; hedge-funds; trading,,,,,35,,https://www.linkedin.com/in/david-b-37301717/,,,,https://www.asktraders.com/our-contributors/david-becker/,,,,,,,,,,,,,,L5.5-direct + Rule A WebSearch,,"Career began at Morgan Stanley in the late 1980s designing trading strategies for foreign exchange. Later worked at Ezra Zask Associates (hedge fund trader) and Citigroup as Vice President of the Fixed Income Division, then as global trading manager overseeing 15 traders with annual profits exceeding $50 million. Currently at Fortuity LLC in consulting and portfolio management, overseeing a multimillion-dollar portfolio. 35+ years of trading experience. Contributor at AskTraders since April 2019 (13+ articles)."
merryn-somerset-webb,Merryn Somerset Webb,C,65,59,11,Founder / Former Editor-in-Chief,former,former,,MoneyWeek,moneyweek,T2,80,1,2,moneyweek; bloomberg,investing; personal-finance; markets; financial-journalism,,,,,25,United Kingdom,https://www.linkedin.com/in/merryn-somerset-webb-080558,https://twitter.com/MerrynSW,,,https://moneyweek.com/author/merryn-somerset-webb,editor@moneyweek.com,y,Bloomberg,,,,,,,,,,,,,"Founder and former Editor-in-Chief of MoneyWeek (launched 2000, editor-in-chief until 2022). Currently Senior Columnist at Bloomberg; host of the Merryn Talks Money podcast; monthly columnist for MoneyWeek. Non-executive director of BlackRock Throgmorton Trust and Murray Income Investment Trust. 25+ years in financial journalism and investment banking across multiple continents. Early career at NHK (Tokyo), Warburgs (Japanese equity broker), SBC, UBS, Paribas/BNP Paribas. Based in the UK."
valentina-kirilova,Valentina Kirilova,C,65,61,7,Former Editor-in-Chief — LeapRate (now PR & Content Writer — Exness),editor,former,,LeapRate,leaprate,T3,65,1,4,leaprate; financemagnates; fxempire; exness,forex; crypto; markets; financial-journalism,,,,,,,,,https://muckrack.com/kirilovaval,,https://www.leaprate.com/author/valentina-kirilova/,,,,,,,,,,,,,,L1 WebFetch + Rule A (404 recovered),LeapRate author page returned 404 (archived/moved); bio recovered from Muck Rack + FXEmpire + WebSearch,"Independent writer and journalist with a demonstrated history in the global online trading sector. Formerly Editor-in-Chief at LeapRate.com (ran editorial). Earlier covered broker website and blog content at DF Markets. Currently Exness PR and Content writer. Bylines also on Finance Magnates and FX Empire (as LeapRate Analyst covering forex, crypto and fintech)."
patton-hunnicutt,Patton Hunnicutt,C,65,60,9,Contributor / Editor — Benzinga Money,contributor,active,,Benzinga,benzinga,T2,86,8,1,benzinga,personal-finance; investing; retirement,,,,B.Mus. Music Education@Furman University,10,"Philadelphia, PA, USA",https://www.linkedin.com/in/patton-hunnicutt-5927886/,,,,https://www.benzinga.com/money/author/patton-hunnicutt,,,,,,,,,,,,,,L7-websearch + Layer 5.5,,"Freelance writer and editor with over a decade in education, pivoted to financial content covering personal finance, investments, and retirement. B.Mus. Music Education from Furman University. Writes for Benzinga Money alongside clients including OpenSource Technologies, IEEE, Custom Earth Promos, and private clients. Based in Philadelphia."
victoria-lemm,Victoria Lemm,C,65,63,3,Writer — This Is Money / Mail Metro Media,staff,active,,This is Money,thisismoney,T2,86,3,1,thisismoney,personal-finance; finance; investing; financial-journalism,,,,@University of Leeds,,UK,https://www.linkedin.com/in/victoria-lemm-19566994/,,,,,,,,,,,,500+,2026-04-16,,,,,L1 + Rule A,,Award-winning media professional affiliated with Mail Metro Media and This Is Money (Daily Mail). Previously worked as a financial planner for various companies before transitioning to a freelance writing career. British expat and mother of three children. University of Leeds alumna.
evangeline-elsa,Evangeline Elsa,C,65,63,3,Social Media Editor,editor,active,,Gulf News,gulfnews,T2,85,2,1,gulfnews,finance; personal-finance; markets; financial-journalism,,,,,,"Dubai, UAE",,https://twitter.com/EvangelineElsa,https://muckrack.com/evangeline-elsa,,https://muckrack.com/evangeline-elsa,,,,,,,,,,,,,,,L9 Muck Rack 403 — Rule A confirmed Social Media Editor role (corrects input roleHint 'Reporter') + Twitter handle. LinkedIn not isolatable (omonym).,"Social Media Editor at Gulf News (Dubai, UAE). Digital journalist covering a broad range of content including business, lifestyle and feature stories. Bylined across Gulf News covering weather, science, lifestyle and business. Twitter handle @EvangelineElsa."
namrata-sen-benzinga,Namrata Sen,C,65,63,3,Staff Writer — Benzinga (US stock market coverage),staff,active,y,Benzinga,benzinga,T2,86,8,1,benzinga,stocks; markets; financial-journalism,,,,,,"Bengaluru, Karnataka, India",https://in.linkedin.com/in/namratasen,,,,https://www.benzinga.com/author/namrata-sen,,,,,,,,,,,,,,L7-websearch + Rule A,"Education/years-in-industry not surfaced via L5.5 or Rule A. LinkedIn match confirmed (Bengaluru, outlet Benzinga appears in author's public activity). NEEDS_MANUAL_REVIEW for education depth.","Journalist at Benzinga covering the US stock market. Background in financial analysis; specializes in interpreting news releases, tracking economic indicators, and analyzing major global economic developments."
james-brumley,James Brumley,C,64,60,6,Contributing analyst — Consumer Staples / Discretionary,contributor,active,y,Motley Fool,fool,T1,90,3,2,fool; investorplace,stocks; investing; equity,,,,,,,,,,,https://www.fool.com/author/4549/,,,,,,,,,,,,,,,No authorUrl in input; Rule A WebSearch found Motley Fool + InvestorPlace author pages. LinkedIn not confidently identified (common name). Multiple James Brumley profiles — omonym trap avoided.,"Contributing stock-market analyst covering consumer staples and consumer discretionary at The Motley Fool and InvestorPlace. Former licensed stockbroker with Charles Schwab and a registered investment adviser. Ex-Director of Research for an options-focused newsletter. Combines technical and fundamental analysis with stock-trade timing. Work has appeared at Street Authority, Kapitall, Motley Fool, and Investopedia."
